timestamp,GLOBAL_POSITION_INT.time_boot_ms,GLOBAL_POSITION_INT.lat,GLOBAL_POSITION_INT.lon,GLOBAL_POSITION_INT.alt,GLOBAL_POSITION_INT.relative_alt,GLOBAL_POSITION_INT.vx,GLOBAL_POSITION_INT.vy,GLOBAL_POSITION_INT.vz,GLOBAL_POSITION_INT.hdg,ATTITUDE.time_boot_ms,ATTITUDE.roll,ATTITUDE.pitch,ATTITUDE.yaw,ATTITUDE.rollspeed,ATTITUDE.pitchspeed,ATTITUDE.yawspeed,VFR_HUD.airspeed,VFR_HUD.groundspeed,VFR_HUD.heading,VFR_HUD.throttle,VFR_HUD.alt,VFR_HUD.climb
1429523362.00199986,,,,,,,,,,29967,0.0849660634995,-0.0168225523084,-0.143041744828,-0.00285582919605,0.00163398799486,-0.000403555110097,0.0,0.121885418892,351,0,311.877197266,-0.10750746727
1429523362.44199991,30412,476027939,85340947,413298,1165,-1,-11,10,35179,,,,,,,,,,,,,
1429523362.69700003,,,,,,,,,,30477,0.0847619473934,-0.0178681798279,-0.143379151821,0.00519411731511,-0.000696447095834,-0.00179400108755,0.0,0.117369346321,351,0,312.134521484,-0.103609569371
1429523363.02999997,,,,,,,,,,30987,0.0861022099853,-0.0167041216046,-0.143045157194,-0.00172608904541,-0.00377261498943,-0.00213979091495,,,,,,
1429523363.14800000,,,,,,,,,,,,,,,,,0.0,0.0941156297922,351,0,313.936126709,-0.080076418817
1429523363.61399984,31418,476027936,85340947,413454,1322,-2,-7,5,35181,31497,0.0866371020675,-0.0170786660165,-0.142823457718,-0.00309143401682,-0.00187956297304,-0.000213189050555,0.0,0.0788742825389,351,0,312.048736572,-0.0583228506148
1429523364.07200003,,,,,,,,,,32007,0.0862809196115,-0.0176655929536,-0.142868891358,0.00268502905965,-0.00138743023854,-0.00143108889461,0.0,0.0774265229702,351,0,312.820800781,-0.0472039878368
1429523364.53099990,32433,476027947,85340941,413436,1303,4,-6,6,35181,,,,,,,,,,,,,
1429523364.63499999,,,,,,,,,,32507,0.0870928019285,-0.0186557210982,-0.142911300063,-0.00251969089732,0.000489974860102,-0.000898447819054,,,,,,
1429523364.65199995,,,,,,,,,,,,,,,,,0.0,0.0836315229535,351,0,312.048736572,-0.0700925141573
1429523365.09999990,,,,,,,,,,33017,0.0875391438603,-0.0173553563654,-0.142981767654,-0.000599420338403,0.00107235927135,-2.65575945377e-05,,,,,,
1429523365.11500001,,,,,,,,,,,,,,,,,0.0,0.0674566924572,351,0,312.649230957,-0.0655059218407
1429523365.43400002,33433,476027951,85340937,413518,1386,5,-5,4,35180,,,,,,,,,,,,,
1429523365.59500003,,,,,,,,,,33537,0.087827347219,-0.018468465656,-0.142954826355,-0.000926620909013,-0.0014152379008,0.000155970454216,0.0,0.0818045511842,351,0,311.96295166,-0.0559798404574
1429523366.13699985,,,,,,,,,,34047,0.0869687646627,-0.0191212780774,-0.142712280154,0.00556811504066,0.0003156933235,-0.00332513079047,0.0,0.0896537452936,351,0,311.705627441,-0.054605036974
