 0.000;1;0;47.602455; 8.533837;415.3;0.080;0.070;0.070;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 0.200;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0543;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 0.752;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0171;0.0000;0.0000;0.0000;0.0000;0.0000; 4.64;
 0.968;1;0;47.602454; 8.533836;415.2;0.220;0.120;0.110;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 1.254;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0921;0.0000;0.0000;0.0000;0.0000;0.0000; 4.31;
 1.638;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0659;0.0000;0.0000;0.0000;0.0000;0.0000; 4.54;
 1.839;1;0;47.602454; 8.533836;415.2;0.130;-0.010;0.070;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 2.206;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0153;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 2.742;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0220;0.0000;0.0000;0.0000;0.0000;0.0000; 4.12;
 2.990;1;0;47.602452; 8.533835;415.2;0.050;0.040;0.080;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 3.459;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0084;0.0000;0.0000;0.0000;0.0000;0.0000; 3.99;
 3.709;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0058;0.0000;0.0000;0.0000;0.0000;0.0000; 3.29;
 4.283;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0696;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 4.809;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0841;0.0000;0.0000;0.0000;0.0000;0.0000; 3.52;
 5.009;1;0;47.602452; 8.533836;415.2;-0.050;0.040;0.110;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 5.244;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0845;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 5.745;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0821;0.0000;0.0000;0.0000;0.0000;0.0000; 2.98;
 5.964;1;0;47.602452; 8.533836;415.2;-0.080;0.040;0.120;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 6.204;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0467;0.0000;0.0000;0.0000;0.0000;0.0000; 2.98;
 6.786;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0488;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 6.998;1;0;47.602453; 8.533836;415.3;0.030;0.010;0.110;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 7.253;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0053;0.0000;0.0000;0.0000;0.0000;0.0000; 3.63;
 7.727;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0087;0.0000;0.0000;0.0000;0.0000;0.0000; 3.16;
 8.100;1;0;47.602453; 8.533836;415.3;-0.010;0.030;0.120;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 8.303;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0313;0.0000;0.0000;0.0000;0.0000;0.0000; 3.44;
 8.836;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0196;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 9.329;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0283;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 9.769;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0888;0.0000;0.0000;0.0000;0.0000;0.0000; 3.97;
 9.941;1;0;47.602454; 8.533835;415.5;0.120;-0.030;0.120;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
10.389;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;-0.0117;0.0000;0.0000;0.0000;0.0000;0.0000; 3.24;
