 0.000;1;0;47.602562; 8.534069;405.8;0.620;-0.060;-0.260;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 0.000;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0189;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 1.151;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0216;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 1.152;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0199;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 1.897;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0197;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 1.898;1;0;47.602817; 8.534092;412.1;-0.020;-0.010;0.090;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 2.071;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0195;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 2.885;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0183;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 2.887;1;0;47.602816; 8.534090;412.0;-0.050;-0.050;0.090;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 3.236;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0186;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 3.935;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0181;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 3.936;1;0;47.602815; 8.534088;412.1;-0.090;-0.080;0.080;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 4.139;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0177;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 5.025;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0188;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 5.026;1;0;47.602815; 8.534088;412.0;-0.080;-0.080;0.070;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 5.370;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0193;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 5.724;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0187;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 6.041;1;0;47.602815; 8.534087;412.1;-0.030;-0.070;0.070;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 6.110;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0193;0.0000;0.0000;0.0000;0.0000;0.0000; 0.39;
 7.128;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0185;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 7.129;1;0;47.602814; 8.534087;412.0;-0.080;-0.050;0.060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 7.491;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0187;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 7.843;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0194;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 8.164;1;0;47.602814; 8.534088;412.0;-0.080;-0.010;0.060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 8.208;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0196;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 8.754;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0205;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 9.231;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0204;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
 9.960;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0226;0.0000;0.0000;0.0000;0.0000;0.0000; 0.70;
 9.965;1;0;47.602814; 8.534089;412.0;-0.030;0.010;0.050;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
10.424;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0227;0.0000;0.0000;0.0000;0.0000;0.0000; 0.47;
10.871;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0198;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
10.897;1;0;47.602814; 8.534089;412.0;0.010;0.010;0.060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
11.342;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0198;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
12.083;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0208;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
12.085;1;0;47.602815; 8.534090;411.9;0.030;0.030;0.060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
12.437;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0230;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
12.708;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0193;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
13.482;0;1; 0.000000; 0.000000;  0.0;0.000;0.000;0.000;0.0193;0.0000;0.0000;0.0000;0.0000;0.0000; 0.00;
