timestamp,GLOBAL_POSITION_INT.time_boot_ms,GLOBAL_POSITION_INT.lat,GLOBAL_POSITION_INT.lon,GLOBAL_POSITION_INT.alt,GLOBAL_POSITION_INT.relative_alt,GLOBAL_POSITION_INT.vx,GLOBAL_POSITION_INT.vy,GLOBAL_POSITION_INT.vz,GLOBAL_POSITION_INT.hdg,ATTITUDE.time_boot_ms,ATTITUDE.roll,ATTITUDE.pitch,ATTITUDE.yaw,ATTITUDE.rollspeed,ATTITUDE.pitchspeed,ATTITUDE.yawspeed,VFR_HUD.airspeed,VFR_HUD.groundspeed,VFR_HUD.heading,VFR_HUD.throttle,VFR_HUD.alt,VFR_HUD.climb
1429530432.91599989,,,,,,,,,,220563,0.0107579305768,-0.0162258241326,-0.284523308277,-0.00144839135464,0.00201033428311,-0.00100164767355,,,,,,
1429530433.03900003,220564,476027873,85340978,411408,3257,-6,-2,28,34369,,,,,,,,0.433692187071,0.0647410526872,343,0,315.56640625,-0.286879897118
1429530434.04999995,,,,,,,,,,221063,0.0103201102465,-0.0154009442776,-0.285295844078,0.00326171703637,0.00114161765669,0.000220919959247,0.0,0.0946860909462,343,0,315.223175049,-0.289697468281
1429530435.37500000,,,,,,,,,,221993,0.0109468754381,-0.0173430144787,-0.286228775978,0.00100100704003,-0.000445029698312,-0.00152113474905,0.71447879076,0.0342783592641,343,0,314.794128418,-0.299096465111
1429530435.74799991,222420,476027878,85340982,411133,2982,1,-2,30,34357,,,,,,,,,,,,,
1429530436.50899982,,,,,,,,,,222923,0.00962897576392,-0.0179795604199,-0.287169992924,0.00361906317994,-0.000973800022621,-0.00134359207004,0.0,0.0460326224566,343,0,315.909637451,-0.307907760143
1429530437.27099991,,,,,,,,,,223853,0.0107485707849,-0.0177992507815,-0.288085579872,-0.0181936956942,-0.000973045825958,-0.00151391047984,0.0,0.036816265434,343,0,316.767822266,-0.304366499186
1429530437.96499991,224294,476027879,85340982,410992,2841,2,-2,30,34348,,,,,,,,,,,,,
1429530438.36699986,,,,,,,,,,224783,0.0107273440808,-0.0172659009695,-0.28876504302,0.00222902721725,-0.000272039847914,6.12903386354e-05,,,,,,
1429530438.36800003,,,,,,,,,,,,,,,,,0.283967226744,0.0266745686531,343,0,314.879943848,-0.311369240284
1429530439.49899983,,,,,,,,,,225723,0.0103177605197,-0.0165362935513,-0.289943486452,0.00205141073093,0.00130272679962,-0.00237907096744,,,,,,
1429530439.50000000,,,,,,,,,,,,,,,,,0.0,0.0583579316735,343,0,315.394775391,-0.316474586725
1429530439.86999989,226154,476027866,85340975,410758,2607,-5,-5,31,34337,,,,,,,,,,,,,
1429530440.34899998,,,,,,,,,,226643,0.00981402676553,-0.016503283754,-0.290603011847,0.00152808532584,-0.000271751487162,-0.000629776157439,0.666020214558,0.0762640014291,343,0,316.424560547,-0.320136368275
1429530441.42599988,,,,,,,,,,227583,0.00943392328918,-0.016259085387,-0.291391581297,0.00152995274402,-0.000792649458162,-0.000625069253147,0.0,0.0942806303501,343,0,317.196929932,-0.320049732924
1429530441.73000002,228015,476027859,85340965,410665,2514,-6,-7,31,34329,,,,,,,,,,,,,
1429530442.27199984,,,,,,,,,,228523,0.00932401791215,-0.0171993616968,-0.291855663061,0.00327876675874,0.00321616907604,-0.00114337541163,0.0,0.0938990488648,343,0,315.738037109,-0.311662524939
1429530443.14499998,,,,,,,,,,229453,0.0103200608864,-0.0174180138856,-0.292381227016,-0.0136465346441,0.00443236902356,0.000781122595072,0.875263810158,0.0961536988616,343,0,315.308959961,-0.308320909739
1429530443.52900004,229874,476027853,85340956,410570,2419,-5,-7,30,34324,,,,,,,,,,,,,
1429530443.95799994,,,,,,,,,,230383,0.0123692825437,-0.0167235024273,-0.292964160442,-0.00822786707431,0.000249190314207,-0.00235392991453,,,,,,
1429530443.95899987,,,,,,,,,,,,,,,,,0.327982336283,0.0812506228685,343,0,315.65222168,-0.304018765688
1429530445.05799985,,,,,,,,,,231313,0.0114746186882,-0.0176653899252,-0.293407678604,0.00486842775717,0.0061771562323,-0.00199933350086,0.0,0.0666635930538,343,0,316.510375977,-0.296470463276
1429530445.49000001,231734,476027856,85340954,410488,2338,0,-6,29,34318,,,,,,,,,,,,,
1429530446.08299994,,,,,,,,,,232243,0.0102371135727,-0.0180363841355,-0.293598681688,-0.0132747031748,-0.00289956340566,-0.000944881699979,0.0,0.0496341399848,343,0,315.56640625,-0.3032297194
1429530446.93199992,,,,,,,,,,233203,0.0125600360334,-0.0172421690077,-0.293774902821,0.00348559697159,0.00373731809668,-0.00268292892724,0.0,0.0333672091365,343,0,316.767822266,-0.305935770273
1429530447.32599998,233595,476027860,85340960,410421,2270,2,-3,30,34315,,,,,,,,,,,,,
1429530448.14599991,,,,,,,,,,234143,0.0124884145334,-0.0173774976283,-0.293954670429,-0.0111713828519,-0.0037706354633,-0.00197899993509,,,,,,
1429530448.14699984,,,,,,,,,,,,,,,,,0.0,0.03939762339,343,0,315.995452881,-0.3115876019
1429530449.02399993,,,,,,,,,,235063,0.0128207951784,-0.0170235764235,-0.293986827135,-0.00506184156984,0.00163969385903,-0.00179817527533,,,,,,
1429530449.02499986,,,,,,,,,,,,,,,,,0.0,0.0410215258598,343,0,316.596191406,-0.308008134365
1429530449.35099983,235458,476027855,85340958,410273,2122,0,-3,31,34315,,,,,,,,,,,,,
1429530450.12899995,,,,,,,,,,235993,0.0128238247707,-0.0169084127992,-0.294417619705,0.00959910266101,-0.00568655366078,0.0006511406973,0.0,0.032434400171,343,0,315.995452881,-0.313922971487
1429530451.07099986,,,,,,,,,,236933,0.012044091709,-0.0171073228121,-0.29465252161,-0.000171501451405,0.00670326780528,-0.00318224634975,0.401788711548,0.0326354391873,343,0,315.995452881,-0.316991865635
1429530451.32500005,237318,476027859,85340961,410132,1981,1,-2,31,34311,,,,,,,,,,,,,
1429530451.74899983,,,,,,,,,,237873,0.0106938332319,-0.0163276009262,-0.29471462965,0.00681307073683,0.00269142445177,-0.000558337196708,0.0,0.0208924934268,343,0,315.909637451,-0.324936836958
1429530452.98099995,,,,,,,,,,238803,0.011631785892,-0.013797800988,-0.294774889946,-0.00330986361951,-0.00323175545782,-0.00247167143971,0.0,0.0446074344218,343,0,315.137359619,-0.329387068748
1429530453.24699998,239190,476027852,85340976,409939,1788,-5,0,33,34311,,,,,,,,,,,,,
1429530453.65799999,,,,,,,,,,239743,0.0106680803001,-0.0138432336971,-0.29501080513,-0.00575204193592,-0.00201098108664,-0.000720699317753,0.0,0.0604577437043,343,0,315.995452881,-0.337658286095
1429530454.50699997,,,,,,,,,,240453,0.0108964433894,-0.0138402637094,-0.295358210802,0.000880673120264,-0.00271399831399,-0.00106490403414,0.0,0.0545518137515,343,0,315.48059082,-0.342978388071
1429530454.64800000,240600,476027854,85340977,409765,1614,-4,-2,34,34307,,,,,,,,,,,,,
1429530455.21000004,,,,,,,,,,241153,0.0109106469899,-0.0143798058853,-0.295428276062,-0.00347902765498,-0.00202156440355,-0.000536445528269,,,,,,
1429530455.21099997,,,,,,,,,,,,,,,,,0.0,0.0358913391829,343,0,315.394775391,-0.343897074461
