timestamp panPosition tiltPosition panCtrlType panSetValue tiltCtrlType tiltSetValue local.lat local.lon local.elev object.lat object.lon object.elev object.x object.y object.z estObject.x estObject.y estObject.z estObject.lat estObject.lon estObject.elev curMode
1.432488783584e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488783686e+15 0 0 1 30 2 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488783786e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488783888e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488783991e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488784092e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488784196e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488784301e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488784403e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488784503e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488784603e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488784708e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488784808e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488784913e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488785018e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488785122e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488785225e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488785328e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488785431e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488785536e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488785637e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.43248878574e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488785842e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488785946e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488786048e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488786149e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488786253e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488786357e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.43248878646e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488786563e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488786664e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488786765e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488786865e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488786968e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432488787072e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602562 8.534069 405.799 4.43688788943354 -30.9107270871014 -10.2010765290394 4.50985835770859 -31.4134455870526 -10.181026713133 47.6025574787305 8.5340699703274 405.819052325686 8 
1.432488787175e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602562 8.534069 405.799 4.43688788943354 -30.9107270871014 -10.2010765290394 4.50276110563267 -31.3280695046901 -10.1550603263621 47.6025582465736 8.53406987595155 405.845018287624 8 
1.432488787276e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602562 8.534069 405.799 4.43688788943354 -30.9107270871014 -10.2010765290394 4.49773865049167 -31.2452844337514 -10.1299286618415 47.6025589911139 8.53406980916553 405.870149541572 8 
1.432488787381e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602562 8.534069 405.799 4.43688788943354 -30.9107270871014 -10.2010765290394 4.49437414838143 -31.1589993117743 -10.1037687815031 47.6025597671325 8.53406976442634 405.896308997498 8 
1.432488787485e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602562 8.534069 405.799 4.43688788943354 -30.9107270871014 -10.2010765290394 4.49295623756442 -31.072928975416 -10.0776968982393 47.6025605412194 8.53406974557215 405.922380458882 8 
