timestamp panPosition tiltPosition panCtrlType panSetValue tiltCtrlType tiltSetValue local.lat local.lon local.elev object.lat object.lon object.elev object.x object.y object.z estObject.x estObject.y estObject.z estObject.lat estObject.lon estObject.elev curMode
1.43248775878e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.43248775888e+15 0 0 1 30 2 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487758985e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487759085e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487759188e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487759291e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487759392e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487759492e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487759596e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487759698e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487759802e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487759906e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.43248776001e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.43248776011e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487760214e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487760317e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487760418e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487760522e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487760625e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487760731e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487760831e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487760933e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487761034e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 99 199 -1 0 0 0 0 0 0 99 199 -1 8 
1.432487761135e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.2714073472441 -6.46875315861742 -4.62379762180817 47.6027818223672 8.53410669265191 411.37620979937 8 
1.432487761235e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.25435807025067 -6.45966083400249 -4.65192502637018 47.6027819041401 8.53410646593712 411.348082365624 8 
1.432487761339e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.23673714032975 -6.45026364871892 -4.68099552741463 47.6027819886549 8.5341062316207 411.319011835471 8 
1.43248776144e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.21962709975317 -6.44113891908041 -4.70922317798041 47.6027820707193 8.53410600409788 411.290784155932 8 
1.432487761543e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.20216215232641 -6.43182491875958 -4.73803634361293 47.602782154486 8.53410577185565 411.26197096223 8 
1.432487761645e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.18481924125799 -6.42257600003635 -4.76664817718759 47.6027822376673 8.53410554123621 411.233359097928 8 
1.432487761749e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.16714314886633 -6.41314939678446 -4.79580968368239 47.6027823224466 8.53410530618625 411.20419756326 8 
1.432487761851e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.14980957298527 -6.40390545648664 -4.82440611633468 47.6027824055831 8.53410507569094 411.175601102577 8 
1.432487761955e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.132202051788 -6.39451542203229 -4.85345449605427 47.6027824900336 8.53410484155281 411.1465526927 8 
1.432487762055e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.11517110570792 -6.38543287323452 -4.88155165880508 47.6027825717187 8.53410461508175 411.118455501269 8 
1.432487762161e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.09736759863677 -6.37567043905454 -4.91110686887896 47.6027826595183 8.53410437833747 411.088900261928 8 
1.432487762264e+15 0 0 -1 0 -1 0 47.60284 8.53401 416 47.602787 8.534098 411.399 6.6177085129924 -5.89305415174817 -4.60100615199299 7.08031036380197 -6.3656085244763 -4.93991919446117 47.6027827500114 8.53410415151685 411.060087907466 8 
